profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P06911,Consensus,,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,57,1969,extremely conservative,4,lower class,northeast,suburbs of the remaining 100 largest smsas,protestant,,yes,only some
P06912,Consensus,,Male,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",Other,26,2000,slightly conservative,2,working class,west,central city of the remainder of the 100 largest smsas,none,no religion,no,a great deal
P06913,Consensus,,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,61,1965,liberal,2,upper class,south,,catholic,,no,a great deal
P06914,Consensus,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,68,1958,conservative,2,lower class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P06915,Consensus,,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,47,1979,liberal,4,working class,west,,catholic,,yes,hardly any
P06916,Consensus,,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,29,1997,"moderate, middle of the road",5,working class,south,,catholic,not very strong,no,
P06917,Consensus,,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,56,1970,conservative,2,middle class,south,suburbs of the remaining 100 largest smsas,protestant,strong,yes,a great deal
P06918,Consensus,,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,47,1979,"moderate, middle of the road",2,middle class,south,,protestant,,no,only some
P06919,Consensus,,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,62,1964,slightly conservative,2,middle class,west,,protestant,,yes,a great deal
P06920,Consensus,,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,26,2000,slightly liberal,2,middle class,west,suburbs of the remaining 100 largest smsas,other,not very strong,no,a great deal
P06921,Consensus,,Male,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,19,2007,"moderate, middle of the road",2,middle class,west,,none,,no,a great deal
P06922,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,74,1952,slightly conservative,2,upper class,west,,protestant,,no,a great deal
P06923,Consensus,,Male,30-44,White / Caucasian,Less than high school,"Less than $30,000",Republican,31,1995,extremely conservative,3,middle class,south,"other rural (counties having no towns of 10,000 or more)",protestant,strong,yes,only some
P06924,Consensus,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,68,1958,liberal,2,middle class,west,suburbs of the remaining 100 largest smsas,protestant,not very strong,no,
P06925,Consensus,,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,51,1975,"moderate, middle of the road",2,middle class,west,central city of the remainder of the 100 largest smsas,catholic,,yes,
P06926,Consensus,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,37,1989,slightly liberal,2,middle class,south,,protestant,,yes,only some
P06927,Consensus,,Female,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,32,1994,conservative,2,lower class,south,"other urban (counties having towns of 10,000 or more)",none,no religion,no,only some
P06928,Consensus,,Female,30-44,Black / African American,Bachelor's degree,"$168,000 or more",Independent,42,1984,"moderate, middle of the road",2,working class,south,,none,,no,
P06929,Consensus,,Male,18-29,Asian / Asian American,Less than high school,"$100,000 to $167,999",Independent,28,1998,slightly liberal,2,working class,west,central city of the remainder of the 100 largest smsas,hinduism,,no,a great deal
P06930,Consensus,,Male,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,49,1977,"moderate, middle of the road",4,working class,northeast,central city of 12 largest smsas,protestant,,yes,a great deal
P06931,Consensus,,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,61,1965,"moderate, middle of the road",2,working class,west,suburbs of the remaining 100 largest smsas,catholic,not very strong,no,only some
P06932,Consensus,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,64,1962,conservative,3,working class,west,suburbs of 12 largest smsas,protestant,strong,yes,
P06933,Consensus,,Other,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,57,1969,conservative,5,middle class,south,suburbs of 12 largest smsas,protestant,strong,yes,a great deal
P06934,Consensus,,Other,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,64,1962,conservative,2,middle class,west,,christian,,yes,only some
P06935,Consensus,,Male,30-44,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Independent,30,1996,"moderate, middle of the road",2,middle class,west,suburbs of 12 largest smsas,protestant,not very strong,no,
P06936,Consensus,,Female,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,41,1985,"moderate, middle of the road",2,working class,midwest,,other,,yes,only some
P06937,Consensus,,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,29,1997,"moderate, middle of the road",6,working class,west,suburbs of 12 largest smsas,none,,no,a great deal
P06938,Consensus,,Male,60+,Black / African American,Doctorate degree / Ph.D.,"Less than $30,000",Independent,79,1947,liberal,1,lower class,northeast,central city of 12 largest smsas,protestant,not very strong,yes,
P06939,Consensus,,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,55,1971,conservative,5,middle class,northeast,suburbs of 12 largest smsas,catholic,,no,only some
P06940,Consensus,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,39,1987,extremely liberal,4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",none,,,
P06941,Consensus,,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,23,2003,conservative,6,middle class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P06942,Consensus,,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,37,1989,liberal,4,middle class,west,,none,,no,a great deal
P06943,Consensus,,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,65,1961,"moderate, middle of the road",2,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,,
P06944,Consensus,,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,23,2003,slightly conservative,3,working class,south,central city of the remainder of the 100 largest smsas,protestant,,,
P06945,Consensus,,Female,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,78,1948,"moderate, middle of the road",2,working class,south,central city of the remainder of the 100 largest smsas,catholic,,yes,only some
P06946,Consensus,,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,31,1995,liberal,3,working class,midwest,central city of the remainder of the 100 largest smsas,none,,no,a great deal
P06947,Consensus,,Female,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,69,1957,"moderate, middle of the road",2,middle class,west,,none,,no,only some
P06948,Consensus,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,63,1963,slightly liberal,2,middle class,west,central city of 12 largest smsas,catholic,not very strong,no,a great deal
P06949,Consensus,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,22,2004,"moderate, middle of the road",4,working class,south,"other urban (counties having towns of 10,000 or more)",other,not very strong,no,a great deal
P06950,Consensus,,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,32,1994,extremely liberal,2,working class,northeast,central city of the remainder of the 100 largest smsas,none,,no,a great deal
P06951,Consensus,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,28,1998,slightly liberal,2,working class,northeast,suburbs of 12 largest smsas,catholic,not very strong,no,a great deal
P06952,Consensus,,Female,30-44,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Independent,31,1995,"moderate, middle of the road",2,middle class,south,suburbs of 12 largest smsas,muslim/islam,,no,a great deal
P06953,Consensus,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,36,1990,slightly liberal,2,middle class,west,,none,,no,only some
P06954,Consensus,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,78,1948,"moderate, middle of the road",3,working class,midwest,central city of the remainder of the 100 largest smsas,protestant,,no,
P06955,Consensus,,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,22,2004,liberal,2,middle class,northeast,,none,,no,only some
P06956,Consensus,,Male,18-29,Black / African American,Master's degree / Professional degree,"$168,000 or more",Independent,29,1997,slightly liberal,2,middle class,northeast,suburbs of 12 largest smsas,catholic,not very strong,no,a great deal
P06957,Consensus,,Male,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$168,000 or more",Independent,62,1964,liberal,3,middle class,west,suburbs of the remaining 100 largest smsas,none,,no,a great deal
P06958,Consensus,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,51,1975,"moderate, middle of the road",2,middle class,midwest,,none,no religion,no,
P06959,Consensus,,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,28,1998,slightly conservative,2,middle class,northeast,,catholic,,no,
P06960,Consensus,,Female,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,24,2002,slightly conservative,5,working class,south,central city of 12 largest smsas,catholic,not very strong,no,only some
P06961,Consensus,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,61,1965,conservative,2,upper class,south,central city of 12 largest smsas,catholic,not very strong,yes,a great deal
P06962,Consensus,,Male,18-29,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,25,2001,"moderate, middle of the road",2,working class,south,,protestant,somewhat strong (vol.),yes,only some
P06963,Consensus,,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,58,1968,slightly conservative,2,middle class,west,central city of the remainder of the 100 largest smsas,catholic,not very strong,no,a great deal
P06964,Consensus,,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,29,1997,"moderate, middle of the road",6,working class,west,suburbs of 12 largest smsas,none,,no,a great deal
P06965,Consensus,,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,50,1976,liberal,2,working class,west,,protestant,not very strong,yes,
P06966,Consensus,,Male,45-59,Other,Some college or Associate's degree,"$168,000 or more",Independent,59,1967,slightly liberal,4,working class,south,"other rural (counties having no towns of 10,000 or more)",none,no religion,no,a great deal
P06967,Consensus,,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,23,2003,"moderate, middle of the road",5,working class,west,central city of the remainder of the 100 largest smsas,catholic,,,
P06968,Consensus,,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,43,1983,extremely liberal,4,middle class,south,suburbs of 12 largest smsas,none,,,
P06969,Consensus,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,65,1961,"moderate, middle of the road",1,working class,south,suburbs of the remaining 100 largest smsas,protestant,strong,yes,
P06970,Consensus,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,65,1961,slightly conservative,2,middle class,northeast,suburbs of 12 largest smsas,catholic,,,
P06971,Consensus,,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,80,1946,liberal,2,middle class,northeast,central city of 12 largest smsas,none,no religion,no,a great deal
